ShopID,ShopName,ShopCode,OwnerName,ContactPerson,Phone1,Phone2,Address,City,State,GPSLatitude,GPSLongitude,ShopDiscount,Trn
-LR0sbcdgoreC-prvqep,HAMZA MOHIYUDHEEN SUPERMARKET,71,,,,,,,,,,10 ,100249994300003
-LR0t1B-Fz1gRG_5l8A_,SALALHA SUPERMARKET,72,,,,,,,,,,,
-LS3Z29Ar_R7kqxje1GK,WADI AL KHAIR RESTAURANT ,1,,,,,,,,,,,100566284400003
-LS3ZNPlmekIJQfCoUKi,AL BARJ BAQALA,2,,,,,,,,,,,100216370500003
-LS3_DATVMkhDS3tOOha,PAKTIA SUPERMARKET,3,,,,,,,,,,,100586080200003
-LS3_U1Usx0z2duiOrbE,AL RABIA BAQALA,4,,,,,,,,,,,100605373800003
-LS3_c90W20vVGqqHau5,ABDUL AZIZ RESTAURANT ,5,,,,,,,,,,,100248963900003
-LS3_lS9Kf0hMlDAN7at,MOHAMMED HANIFA BAQALA,6,,,,,,,,,,,100339716100003
-LS3_vXHEXIXBQYQWhWc,AL BUSTAN SUPERMARKET,7,,,,,,,,,,,100335549000003
-LS3a162Wi6BQ2cn-GsX,GREEN SPOON RESTAURANT ,8,,,,,,,,,,,
-LS3a6S2Ih47Xy8PMjCp,BUSTAN AL AIN BAQALA,9,,,,,,,,,,,
-LS3aDtUHPirgXHfaEhE,PHONIX BAQALA,10,,,,,,,,,,,100287030900003
-LS3aJ29dy5GCEuE9NGN,MARBAH CAFTERIA,11,,,,,,,,,,,
-LS3aRlWPZ5xq5imwSoU,AL AJAYEB BAQALA,12,,,,,,,,,,,100388517300003
-LS3aZW_7UDcq_81QvRx,AL MEEZAN BAQALA,13,,,,,,,,,,,100356266500003
-LS3afc-WZtp9H_cWd8A,ALI SALEM BAQALA,14,,,,,,,,,,,100317637500003
-LS3aoxRkOEr9mCupSo3,AL GHAZAL SUPERMARKET,15,,,,,,,,,,,100034514800003
-LTmW_7Cm7tLysgyxX29,NASER MUFTAH BAQALA,16,,,,,,,,,,,100600446700003
-LTmWkrHLOheODe--sNL,HAMIDIYA SUPERMARKET,17,,,,,,,,,,,100273295400003
-LTmX4oqCcFS5-sez-9X,AL BEIT BAQALA,18,,,,,,,,,,,100037740600003
-LTmXAVpQHhmbazoDBkK,SALWA BAQALA,19,,,,,,,,,,,100384432900003
-LTmXJ5QdYuvNJzLHsb5,REHAB AL ZAMEEN BAQALA,20,,,,,,,,,,,100273175800003
-LTmXR9N9xqsoRs6JKme,KARAK RESTAURANT ,21,,,,,,,,,,,
-LTmYDMWSZ_9vTOI_aQU,NASEEM AL BAR BAQALA,22,,,,,,,,,,,100200596300003
-LTmYPviEScceV5x7Sql,BARKET RESTAURANT ,24,,,,,,,,,,,
-LTmYYrEx6jKXow-FtZn,BAB AL HADH BAQALA,25,,,,,,,,,,,100056193400003
-LTmYeK3qEk8nd77o0Co,AMIR HOUSIN RESTAURANT ,26,,,,,,,,,,,
-LTmYw11EEFwJOFTpKwm,AL RAYAN BAQALA,27,,,,,,,,,,,100276715800003
-LTmZ2ya0dJG3s6VdRqM,RUKUN NOJOOM BAQALA,28,,,,,,,,,,,100426941900003
-LTmZEnE6x7NP8iJFBId,AL SANAIYA FLOWER BAQALA,29,,,,,,,,,,,100292292800003
-LTmZQMB4Hnu_r8yK4Ug,BEST FRESH RESTAURANT ,30,,,,,,,,,,,100550990400003
-LTpcmYE8CnQXo0GSpVZ,ALAM SUPER MARKET,31,,,,,,,,,,,100274533700003
-LTpcuiajvr0qkTxx5FL,JASHIMUDDIN SUPERMARKET,32,,,,,,,,,,,100254509100003
-LTpdBEujOFFEau__YnV,REFAH GIFT MARKET,33,,,,,,,,,,,100245085400003
-LTpeHqEk689OmvN2b51,MUBARAK SULTAN BAQALA,34,,,,,,,,,,,100323204600003
-LTpfXiTNgrIsf7pkrdy,AL AIN GIFT MARKET,35,,,,,,,,,,,
-LTpfgH7NZtY1nFYigTb,AL DAHR RESTAURANT ,36,,,,,,,,,,,100226676300003
-LTpg0gAPsK1kmW1qNiX,MAGIC TASTE RESTAURANT ,37,,,,,,,,,,,
-LTpg8gVQPXNoFC88UuX,GREEN HILL RESTAURANT ,38,,,,,,,,,,,100332767100003
-LTpg_gJKTMlIh3_roXO,AL SUNDUS BAQALA,39,,,,,,,,,,,100057096800003
-LTpgvHVMxGW-MJNwZut,NOOR AL AHALAM BAQALA,40,,,,,,,,,,,100238457400003
-LTpj6gu11KsbYo14UT3,HALAL AHAMED S/M,41,,,,,,,,,,,100038291900003
-LTpjK-WhzKYRchvepJo,MABROOK NEW BAQALA,42,,,,,,,,,,,100391380100003
-LTpk5bD4e7I1eE_dB60,AALA RESTAURANT ,43,,,,,,,,,,,100363361500003
-LTpmfkeCsQ5sMvxbXp0,AL BASHEEQ RESTAURANT ,44,,,,,,,,,,,100391106000003
-LTpnVsY8nyq3vRIIdx1,NASEEM RABEE BAQALA,45,,,,,,,,,,,100356146900003
-LTpnbrwuNJ-RTcdRTU9,IDRIS YOUNUS BAQALA,46,,,,,,,,,,,100397987700003
-LTpnpGkRlcgkvHq_n3e,AL FAEDH BAQALA,47,,,,,,,,,,,10021521200003
-LTpnzlwcrKnGkyrFIAH,SALAM AL SHAMSI CAFTERIA,48,,,,,,,,,,,
-LTpqZ_L7OZXgf41tXwf,AL SHAJARAT BAQALA,49,,,,,,,,,,,100211287600003
-LTpqfT0PzzT9omKUm_B,HABIB BAQALA,50,,,,,,,,,,,100065717900003
-LTpr3oanOQL2UMaAR5g,WARD AL RESTAURANT ,51,,,,,,,,,,,
-LTprD6C7xLxmpkU4iiw,MOHAMMOD BOKTIAR BAQALA,52,,,,,,,,,,,100388419200003
-LTprJOjtvvD0GN1-zIJ,LEGEND FOODSTUFF RESTAURANT ,53,,,,,,,,,,,
-LTprV3RNTCRW5HLab0B,WARDA AL BUSTAN RESTAURANT ,54,,,,,,,,,,,100046358600003
-LTprfyiQNvDS4dEruUr,BOROJ AL KHALIJ BAQALA,55,,,,,,,,,,,100390765400003
-LTprkFURfSLVJc2d6Lf,AL AMEERA RESTAURANT ,56,,,,,,,,,,,
-LTprsXe61a3H4An1Usr,MAGIC STAR BAQALA,57,,,,,,,,,,,100242124400003
-LTps-y8oVERm0mSewx2,AL WASHEB RESTAURANT ,58,,,,,,,,,,,100260021900003
-LVcZUYIxt9Fxg0W7yY0,BARADEES GROCERY,98,,,,,,,,,,,100487175000003
-LWKPIqGi6A_F4iKxZr0,USMAN YOUNUS BAQALA,59,,,,,,,,,,,100287457400003
-LWKPPlypysYXoqnhVdF,AL NAHDHA CAFTERIA,60,,,,,,,,,,,100209894300003
-LWKPZt9HKvkkobP7t-1,SANAIYA FLOWER RESTAURANT ,61,,,,,,,,,,,
-LWKPf2lqF5i01ddnyCB,AL SAHAL BAQALA,62,,,,,,,,,,,100337911000003
-LWKPyOX4tWcKHm43l7_,AL ASHJAN BAQALA,63,,,,,,,,,,,100257314300003
-LWKQTYtQZPNZtCs4qhR,USTAD RESTAURANT,64,,,,,,,,,,,
-LWKQ_YlGiFhFPwdG32j,AL NEIROOZ BAQALA,65,,,,,,,,,,,100395282500003
-LWKQhzeUQHBsBSsC5y5,ABU TOIYOB CAFTERIA ,66,,,,,,,,,,,
-LWKQm6XfGsn_XihV_U-,QAMAR RESTAURANT,67,,,,,,,,,,,
-LW_CxluNEDGLk_ar5LM,SHANGAW BAQALA,68,,,,,,,,,,,100253758500003
-LW_D4mVF-LSgtAlxtvx,AL EHSAN RESTAURANT  ,69,,,,,,,,,,,
-LW_DBHnFnQm76BfkZ3p,AL BARSHA CAFTERIA,70,,,,,,,,,,,100344792500003
-LW_DK5hmcNCxz22vvSN,AL JOORI BAQALA,71,,,,,,,,,,,100025210400003
-LW_DSkcy-tC5m98geCD,AL AIN PEARL BAQALA,72,,,,,,,,,,,100294810500003
-LW_DZyhx8J86mAAe_RX,KHALEED CAFTERIA,73,,,,,,,,,,,100228049100003
-LW_Ddi1QxPvydhJnr9v,AL MADAM RESTAURANT  ,74,,,,,,,,,,,
-LW_DyYOX00BBO9GhqAX,AL DAR BAQALA,75,,,,,,,,,,,100285785000003
-LW_EEdfap5ZCieJIgQS,AL ARDH BAQALA,76,,,,,,,,,,,100214102400003
-LW_EfCfTq_cOKeFn2zI,ALI KANEEN RESTAURANT  ,77,,,,,,,,,,,
-LW_EihOQUd3OXaN_Urq,SWATT RESTAURANT  ,78,,,,,,,,,,,
-LW_Eq9uFiL6ROYIMlCA,CHIATTAGONG RESTAURANT  ,79,,,,,,,,,,,
-LW_F5t5XqSYWL-ulp0R,AL FALAJA RESTAURANT  ,80,,,,,,,,,,,100205629700003
-LW_FCUyBsoqwyUt1aGp,SAFARI BAQALA,81,,,,,,,,,,,100334437900003
-LW_Fju-L3XyuC3AYBHP,DELICIOUS MEALS RESTAURANT  ,82,,,,,,,,,,,10068083300003
-LW_G7QVkQOQSe8nrJjP,SANDWIP RESTAURANT  ,83,,,,,,,,,,,100031660200003
-LW_GRMNDG9-rdaGWRlg,SHARA AL AIN BAQALA,84,,,,,,,,,,,100238648800003
-LW_GZgtjDcELLiB5SX1,JABAL RESTAURANT  ,85,,,,,,,,,,,100238349300003
-LW_ImeDCFRLL_qe3XMh,AL BAIT RESTAURANT  ,86,,,,,,,,,,,100542845100003
-LW_It_t9AHVkYhndgwI,MARAFIA CAFTERIA,87,,,,,,,,,,,10050709300003
-LW_Jf_ATLRkRMOK2Xp8,GOLDEN DESART RESTAURANT  ,88,,,,,,,,,,,
-LWeMCtg4GCLX16vNh6C,PAPAYA BAQALA,1,,,,,,,,,,,100284449400003
-LWeMJHEGbtbWM8uWuIZ,MUKARRAMH BAQALA,2,,,,,,,,,,,100391399100003
-LWeMU0XzXhpPj_9awjF,QASAR AL IZZ MANDI RESTAURANT ,3,,,,,,,,,,,100423343100003
-LWeNAaXk248JHtsQTub,SAFARY BAQALA,4,,,,,,,,,,,100334437900003
-LWeNJC8sAXIOMzgAbOY,ARAD AL BARAKA CAFTERIA,5,,,,,,,,,,,100213370800003
-LWeNXFQFxgFoqmMBu3t,BALKEES CAFTERIA,6,,,,,,,,,,,
-LWeNd3QGH8NhW9uCWeb,TAWASAL BAQALA,7,,,,,,,,,,,100273480200003
-LWeNk00PXAu9saWrHnQ,REEHAM HOTEL,8,,,,,,,,,,,100206357400003
-LWeNre4526labd7SH5M,ANHAR VEG. SHOP,9,,,,,,,,,,,
-LWeNx-9MuuhR_ptBfG0,YOUNUS BAQALA,10,,,,,,,,,,,
-LWeO8IsndSMTCpWCRVJ,SALEEM RESTAURANT ,11,,,,,,,,,,,
-LWeOPlFByq8uZy4P1XH,AL SHARAA CAFTERIA,12,,,,,,,,,,,100367059100003
-LWeOX112YeB89J6lYDF,ADHWAA AL AIN BAQALA,13,,,,,,,,,,,100399154200003
-LWeOm9Vqev57On3o16V,WAHAT AL KUWAITAT,14,,,,,,,,,,,100393130800003
-LWeP0j1FCjCw6CaZZoH,KUWAITAT WAY,15,,,,,,,,,,,100395231200003
-LWeP9249cgvRzWoZ2vH,RILAX BAQALA,16,,,,,,,,,,,
-LWfH-NnAw1Nct2yNIzA,CITY LAND RESTAURANT ,89,,,,,,,,,,,
-LX8AyQxrIjgsLuhEs3j,OASIS AL AIN GROCERY ,17,,,,,,,,,,,100355613900003
-LX8B8YGvrkdxQ2ztMZX,BARAKAT MADEEN SUPERMARKET,18,,,,,,,,,,,100042290500003
-LX8BGSMAkey_M1YzEG2,HILL PALACE,19,,,,,,,,,,,100392564900003
-LX8BTvDlMtVA7zX25Wx,MIZAINIR CAFTERIA,20,,,,,,,,,,,100045527700003
-LX8BcjUp21Att15D2Y_,ABDUL AZIZ RESTAURANT ,21,,,,,,,,,,,100248963900003
-LX8C60e3LS48D2UaZ1q,ROUNAQ  RESTAURANT,22,,,,,,,,,,,100248094300003
-LX8CJ4VcYBaFbOCx5yk,DREEN TEA,23,,,,,,,,,,,100255777300003
-LX8CRd9IWx3Y2IThBd2,FINE KARAK,24,,,,,,,,,,5,100271102400003
-LX8CfsXawgd3Pt2tqcm,HOT COLD,25,,,,,,,,,,,100046641500003
-LX9HjjGE7nGG3Fby-xR,BAQALA GHALEB AL KAHBI,121,,,,,,,,,,,100575389000003
-LX9Hs4y6oO5MdOp2Ung,AL JASAR GROCERY,102,,,,,,,,,,,100336283500003
-LXiedx4W2ozH2uxdenN,SAKEENA BAQALA,101,,,,,,,,,,,
-LXrKVf9YE9oKgizQqui,MAHARAT AL BAHAR ,26,,,,,,,,,,,100249273200003
-LXrKbCnQZKARIFR2d19,YAMAM AL AIN BAQALA,27,,,,,,,,,,,100342732300003
-LXrKhW7KERNa5OtsU45,NEW BASHEER BAQALA,28,,,,,,,,,,,100593872300003
-LXrLUT8gn00FaXGUOW9,AL BARAHA BAQALA,29,,,,,,,,,,,100348349000003
-LXrLcHjG2AYZjXLSTr0,MOHAMMED ABDUL RAHMAN BAQALA,30,,,,,,,,,,,100423796000003
-LXrLpuZ7XosgrF69wsO,CHOICE MASALA,31,,,,,,,,,,,100321745000003
-LXrOC28nXERVF8FaL8T,OMAN BAQALA,32,,,,,,,,,,,100529793000003
-LXrOJmmoB6eNsJQg-N6,ANWAR AL AIN BAQALA,33,,,,,,,,,,,100307035400003
-LXrOSepSYaADxoXWKu0,NOOR JAHILI BAQALA,34,,,,,,,,,,,100011471800003
-LXrOZtdMZmTTEGI7QqI,JAHILI SUPERMARKET,35,,,,,,,,,,,100363669100003
-LXrOf66kqkyDz66KOrs,SPAISY RESTAURANT ,36,,,,,,,,,,,
-LXrOnMZDZRXbyD55bEP,NOOR JAHILI GROCERY,37,,,,,,,,,,,
-LXrPUs3hbDNcx1J31vu,JASSIM CAFETERIA,38,,,,,,,,,,,100201158100003
-LXrPtC7UV0v-lRtzN8s,ORANGE TREE CAFTERIA,39,,,,,,,,,,,100365446200003
-LXrQ-GdUkkgiPY_HNcR,UMMU SALAMA BAQALA,40,,,,,,,,,,,100303825200003
-LXrQ7a5eR7FJIOhwQ5m,AL RAWDA BAQALA,41,,,,,,,,,,,100365130200003
-LXrQJU2fYNgKlo8huxv,AL SARMAD BAQALA,42,,,,,,,,,,,100302052400003
-LXrQmlovtORtLN3tEoc,AL KHADRA BAQALA,43,,,,,,,,,,,100202583900003
-LXrQuW-wpUh4fbNYjOd,AL MUBSHER BAQALA,44,,,,,,,,,,,100341006300003
-LXrRc9FaGaW0Xn943dh,GULF CO.OPERATIVE SUPERMARKET,45,,,,,,,,,,,100357813300003
-LXrSM7nqKEsrZjGXVQw,MUHAMMED AMEEN BAQALA,46,,,,,,,,,,,1003291513000003
-LXrSUl3yZmdZjNSn1NR,CORAL CITY BAQALA,47,,,,,,,,,,,
-LXrScKdWvYQBs_XwX3B,AL HURIYA BAQALA,48,,,,,,,,,,,100056981200003
-LXrSs5Q9WnzhNwHrTn6,AZIZ BAQALA,49,,,,,,,,,,,100367731500003
-LXrSzQfB-6nAOOyIhAV,AL TULLAB GROCERY,50,,,,,,,,,,,100203062300003
-LXrTBhJcsPz-PHGhDIP,GHANIM SUPERMARKET ,51,,,,,,,,,,,100367204300003
-LXrTP0BqTOifWf_oQAT,NOOR AL JIMI BAQALA,52,,,,,,,,,,,100349962900003
-LXrTX8ok7HnuwWFbzHh,AL MURAIJEEB BAQALA,53,,,,,,,,,,,100333475000003
-LXrTlwTTMFYGsqcfkf2,FINE FACE BAQALA,55,,,,,,,,,,,
-LXy4nCfVhDpom6cGskB,AL JANAH CAFTERIA ,56,,,,,,,,,,,100240365500003
-LYgfIXCTK6SJh-m7uez,GOOD WILL SUPERMARKET,104,,,,,,,,,,,100597969300003
-LYqmxlK65XsmDDY7gyD,AL SAMAN GROCERY,105,,,,,,,,,,,100332089000003
-LZV1ho-2OPQ5TUzQwXs,AL MUMTAZ ROSTERY,103,,,,,,,,,,,100590401400003
-LZ_6xRZr0OwU7C9cqq5,AL WAHA CAFTERIA ,105,,,,,,,,,,,
-LaLJ-LTeAhHlaLuQapS,JABAL AL SANAYIYA RESTAURANT ,110,,,,,,,,,,,100238349300003
-Lbmzl4WKkwa9A0ioqar,ABU SAMEERA CAFTERIA,116,,,,,,,,,,,
-Lbn-Py6nPE1zSmV0OEw,BAQALA NOORAIN,117,,,,,,,,,,,100389513100003
-Lc0D2ht_u4Z71KXgOh0,temp,120,,,,,,,,,,,
-Lh4o6bnn-v88KT3B1ZU,Najim Al Farhan,091,,,,,,,,,,,100263869800003
-LixPX_8lLQoL4nY6K1r,BOISHAKHI RESTAURANT,105,,,,,SANIYA,AL AIN,,,,,
-LixPqu3o7-rtYl8R7M6,SAFETY CAFETERIA,106,,,,,SANIYA,AL AIN,,,,,
-Lj1_hlb5HAg5EI3Ms-c,QEEN ROSE BAQALA,106,,,037628826,,NEAR LEISURE CENTER,AL AIN,,,,,100584205700003
-LkTzuxxJ5HcErqNY9ZC,ROSHA SUPERMARKET,1,,,,,,,,,,,100384635700003
-LkU-50yblWfWxFCa_Ee,ROWDA MEZIYAD BR.,2,,,,,,,,,,,100325619300003
-LkU-T_8MlBqU7v86OqH,NADER RESTAURANT ,4,,,,,,,,,,,100014165300003
-LkU-Zr5xkYBa7e3mhVY,NADER GROCERY,5,,,,,,,,,,,100013964000003
-LkU-g5c2ToP6EGR3EDf,NEW QUTT RESTAURANT ,6,,,,,,,,,,,100064572900003
-LkU-q5ctjcHx6B_zlsV,MHASHRIF GROCERY,7,,,,,,,,,,,100227235700003
-LkU-xtVnjIHliLmN7JX,MOHAMMED ALI GROCERY,8,,,,,,,,,,,100588597300003
-LkU05YgryR_JHL4fouq,SAAD AL SHOWAIB GROCERY,9,,,,,,,,,,,100324818200003
-LkU0BRVTRSCAahdt6YR,NAJMA RESTAURANT ,10,,,,,,,,,,,100071211500003
-LkU0LL2QBboEUn68inN,WAHAT NALE GROCERY,11,,,,,,,,,,,100019904000003
-LkU0USau5c72ETr7gv9,MURTAFA GROCERY,12,,,,,,,,,,,100073593400003
-LkU0aFk874QOnFwuiKR,KHALEEFA MUBARAKA GROCERY,13,,,,,,,,,,,100362994400003
-LkU0jTDR2sGVtfnmjVC,MOHD SHAFI SONA MEHA,14,,,,,,,,,,,100357771300003
-LkU0pOjatWcoA9SWqDo,HAMLOOL GROCERY,15,,,,,,,,,,,100250011200003
-LkU0xpvavtX3wC8RzTU,QUBAT AL SAKRHA GROCERY,16,,,,,,,,,,,100200693800003
-LkU13NXNvqaUkKyviYS,MUBARAK SALEM GROCERY,17,,,,,,,,,,,100250587100003
-LkU1EtYspwlgGLi6uc3,NADER GROCERY /,18,,,,,,,,,,,100013964000003
-LkU1PTIoEv2atDoDD6N,ASIA HERITONIC GROCERY,19,,,,,,,,,,,100377566300003
-LkU1dUSDG-GLZ7l5NNu,SAIF ABDULLA AL ARIYANI SUPERMARKET-,20,,,,,,,,,,,100357363900003
-LkU46Zjsag3Ai2Cxkxl,ABDULLA MOHAMMED ABDULLA AL JABIRI,21,,,,,,,,,,,100356408300003
-LkU4FWu2FRG3AZwjZ7Y,DORRET AL EMIRAT,22,,,,,,,,,,,100231298900003
-LkU4ROvhG4mPSvRiq_O,AL KHAIMA GROCERY,23,,,,,,,,,,,100321839100003
-LkU4ZiTc-Pt3PteZo00,AL ZAAD FOODSTUFF,24,,,,,,,,,,,100356512200003
-LkU4fsrIV77ynY3WOwZ,ANWAR REMHA GROCERY,25,,,,,,,,,,,104190283200003
-LkU4q7vOrmlu-z64phZ,SALEM KHALFAN GROCERY,26,,,,,,,,,,,100387406000003
-LkU4xwJDjHJu4VAHuo1,KAKKAT AHAMMED GROCERY,27,,,,,,,,,,,100376743900003
-LkU55B0YiqhtDpufPA-,SUWIHAN SUPERMARKET,28,,,,,,,,,,,100363262500003
-LkU5ELdsFavZz5Smfw1,JISER AL MADEENA GROCERY,29,,,,,,,,,,,100382410700003
-LkU5NQroXGb-JWR-ttQ,QUALITTY GROCERY,30,,,,,,,,,,,100214370700003
-LkU5ThAlQyjyPEWuEB7,SHABAB NALE GROCERY,31,,,,,,,,,,,100359563200003
-LkU5Z26VasuF7-v3UyX,BADA NALE GROCERY,32,,,,,,,,,,,100055215600003
-LkU6azk879BNslgstPK,SAWARI GROCERY,33,,,,,,,,,,,100074188200003
-LkU6i-yxlW51QP9c19q,SALEM AL SHIBLI GROCERY,34,,,,,,,,,,,100363388800003
-LkU6noO3QqSsNeZYaGI,FASEL GROCERY,35,,,,,,,,,,,100391739800003
-LkU6w9vcXwbVt2yUp6V,GULF GARDEN FOODSTUFF,36,,,,,,,,,,,100342575600003
-LkU78iKxnpp3fdOmNjS,AL MELWANI RESTAURANT AND CAFETERIA-BRANCH,37,,,,,,,,,,,100071712200003
-LkU7HdfcTpKT8TNi74A,AL MELWANI RESTAURANT AND CAFETERIA,38,,,,,,,,,,,100040159400003
-LkZUSXO3kXbU2dVBgbB,SHABAB AL HAYEER GROCERY,39,,,,,,,,,,,100354561100003
-LkZUacFAVEWXMihvK2P,ABU DHAFEERA GROCERY,40,,,,,,,,,,,100034378800003
-LkZUjDdruQfPPnHdizE,NAZEEM AL HAYEER GROCERY,41,,,,,,,,,,,100369146400003
-LkZUpsd3jzq5TpAufsr,OMMEL GROCERY,42,,,,,,,,,,,100380207900003
-LkZUvzEgQiq9vpIBc7d,AL ZAIN GROCERY,43,,,,,,,,,,,100202061600003
-LkZV7IQ24-CTzxIJVAT,RAMLATH GROCERY,44,,,,,,,,,,,100313857300003
-LkZVVZACQu2pAMzATRO,WAHAT AL HAYEER GROCERY,46,,,,,,,,,,,100066401900003
-LkZVcPoC8YvH0JwtTeL,MARMAR CAFETERIA  ,47,,,,,,,,,,,100359487400003
-LkZVm2VJusrQHxfXBsg,STAR TEA TIME CAFETERIA ,48,,,,,,,,,,,100056291000003
-LkZVuG2wW_cd-wLzb79,THANA RESTAURANT ,49,,,,,,,,,,,100229499700003
-LkZW4-BDfCz4m-O53TZ,FRESH N TOWN CAFETERIA ,50,,,,,,,,,,,100455339000003
-LkZWE6Glgjm-MQfQJYk,SHARI AL HAYEER GROCERY,51,,,,,,,,,,,100352128100003
-LkZWJ_AkH3TBIQr7qzt,STAR GROCERY,52,,,,,,,,,,,100323151900003
-LkZWUxPEztZ-hJMW9TL,KOTTUPARAMBIL ,53,,,,,,,,,,,100351412000003
-LkZWbEu_olUFsVHnBqA,AL AJEL GROCERY BR.,54,,,,,,,,,,,100350172100003
-LkZWi2PtQiAUWcR3URe,AL AJWA RESTAURANT ,55,,,,,,,,,,,100287616500003
-LkZWqHYGOs2tBzvYKZi,ABU SIRAJ SUPERMARKET ,56,,,,,,,,,,,100343677900003
-LkZa0YnbLI5xEbMrijI,AL AMEEMI GROCERY,57,,,,,,,,,,,100391193800003
-LkZa76I64owlmUkn4gy,WADI AL FADI GROCERY,58,,,,,,,,,,,100394576100003
-LkZaFTMsmnaZN0qZ5L2,AL KHAYAL GROCERY,59,,,,,,,,,,,100376664700003
-Ll1xNNY265_KQRHlN-d,AL MURABA RESTAURANT ,1,,,,,,,,,,,100006296600003
-Ll1xa-gypIviimNVa6E,AL MANAHAL GROCERY,2,,,,,,,,,,,100039644800003
-Ll1yYaeYioBERA6E4B6,SAD MAURBA RESTAURANT ,3,,,,,,,,,,,100249597400003
-Ll1z3kx2Iv2-9307UA0,AL MURABA RESTAURANT 02 ,4,,,,,,,,,,,100061076400003
-Ll1zE0pAWDmpYBjS_16,AL FATAHA AL JADEED SUPERMARKET,5,,,,,,,,,,,100369792500003
-Ll1zSVkmU2LMZ-artj1,AL SHAMAA AL MUNERAH GROCERY,6,,,,,,,,,,,100205788100003
-Ll2-ez1nRpu7bdRmR76,AL SHAWAMIS RESTAURANT ,1,,,,,,,,,,,100319157200003
-Ll2-oD_1vTE4gVG9Cu0,AL RASHID AL DHARI CAFETERIA ,2,,,,,,,,,,,10002899810003
-Ll20It4zODhXTmDuCDc,SEBAQ AL HEJAN GROCERY,3,,,,,,,,,,,100382804100003
-Ll20UxK2AjZHGGTIPqw,AL ZAD RESTAURANT ,4,,,,,,,,,,,100073563700003
-Ll20x1FNw4EO9iJeh_k,AL JABEEB RESTAURANT ,5,,,,,,,,,,,104137493300003
-Ll218uVRYStgUb4E9lg,AL KHEDMA AL SAREEA FOODSTUFF GROCERY,6,,,,,,,,,,,100224818300003
-Ll21JXdIgaFN8w9fi8K,AL KHADR RESTAURANT ,7,,,,,,,,,,,100231174200003
-Ll21Sa5erN27R_DO58Z,AL HASHIMI GROCERY MAIN,8,,,,,,,,,,,100368123400003
-Ll21agngiu1B7NBhPHx,GREEN CRECENT GROCERY,9,,,,,,,,,,,100375837000003
-Ll21kwPyPzt-L3khFxQ,GHUNADHA GROCERY,10,,,,,,,,,,,100360238800003
-Ll21uEMLdnrUa6JYDMh,WAHAT AL SAHRA GROCERY,11,,,,,,,,,,,100349684900003
-Ll222KNUaydCRuRuxAQ,AL HASHIMI GROCERY BR.,12,,,,,,,,,,,100368123400003
-Ll22DzKIkZmT28PrD_X,RAHABA GROCERY,13,,,,,,,,,,,100071849200003
-Ll22LcSqC_EeHRnB9sY,NOOR AL SHUWAIB GROCERY,14,,,,,,,,,,,100048892200003
-Ll22VCTh8wQK6Z2pP7k,RED SPRING ROSE-CATERING,15,,,,,,,,,,,100201808100003
-Ll22e4xfuRGou5T48hM,RED SPRING ROSE,16,,,,,,,,,,,100201808100003
-Ll23jHu0vvdC1SOK099,MOHAMED ALI AL MANSURI GROCERY,17,,,,,,,,,,,100388679100003
-Ll247jCiAZTw7JoMz8_,PRAWASI GROCERY,18,,,,,,,,,,,100255435800003
-Ll24O3REXGrO0A-FdKC,AL HASAAD AL TAIEB G,19,,,,,,,,,,,100302579600003
-Ll24TUIbXK7SOrVgSaI,AL TAJ GROCERY,20,,,,,,,,,,,100321078600003
-Ll24gXtsS-9Uoa6R21U,AL TALANG AL ABID GROCERY,21,,,,,,,,,,,100381822400003
-Ll24nCds7LDDIWle6Jd,SALEM BIN RUBAYEA GROCERY,22,,,,,,,,,,,100205198300003
-Ll24tGtlg8DSQDXIKlT,RIYAMI GROCERY,23,,,,,,,,,,,100252665300003
-Ll250-jZWYDnj6xyc_R,NOOR AL IMAN GROCERY,24,,,,,,,,,,,10020102500003
-Ll25JoDwXNc7CqsY5LP,AL LIYALI GROCERY,25,,,,,,,,,,,100344599400003
-Ll25PrtAZytpuRyeDOR,ABU IMRAN GROCERY BR,26,,,,,,,,,,,100339306100003
-Ll25rm8FzcIanC5eU_o,AL ANDALIB GROCERY,27,,,,,,,,,,,100074718600003
-Ll261RDnQpEFmkkqszn,WAHAT AL AIN SUPERMARKET,28,,,,,,,,,,,100340885100003
-Ll26Dnr_jU-7IHcZyhx,AL OAHA VALLEY GROCERY,29,,,,,,,,,,,100064351800003
-Ll27f7mxTx0eQKUt_bR,SAMEERA MODERN GROCERY,30,,,,,,,,,,,100394871600003
-Ll27poWu4TqGt7_ifMV,JUMA KAMMEEJ GROCERY,31,,,,,,,,,,,100033464700003
-Ll27xfQxPbAaaKt4GvC,NASEEB RESTAURANT ,32,,,,,,,,,,,100210618300003
-Ll2878QlxXiZ2MKQ7FM,AL ZAJEL GROCERY,33,,,,,,,,,,,100346195900003
-Ll28uG5JZqTpsLVmeVT,AL RAIDA GROCERY,34,,,,,,,,,,,100242988200003
-Ll299nVGQ8QbxeIDfoX,NOOR AL KALEEJ GROCERY,35,,,,,,,,,,,100357854700003
-LlgIonawRbQroibW5jj,HAMDAN ALI BAQALA,7,,,,,,,,,,,100351747900003
-LlgIyn7_Np2zr9hhEtm,GHOUM AL MADEENA BAQALA,8,,,,,,,,,,,100369801400003
-LlgK7soZL-1qOFACeQS,AL SHANAT BAQALA,9,,,,,,,,,,,100005309800003
